   3.96    4.24    4.95    6.08    6.17    6.14    6.46    0.03    2.55    5.44    8.57    9.89   14.78   17.41
   3.84    4.18    4.89    6.00    6.20    6.26    6.63    0.01    2.86    5.00    7.97   11.04   12.81   16.86
Best Model (Average of all models and StdDev):
   3.90    4.21    4.92    6.04    6.19    6.20    6.54    0.02    2.71    5.22    8.27   10.46   13.79   17.13
   0.06    0.03    0.03    0.04    0.02    0.06    0.08    0.01    0.16    0.22    0.30    0.57    0.98    0.28
